Subplot,TreeID,TreeID_Onsite,Stand,Con_DBH,Con_X,Con_Y,Con_Z,Pad_DBH,Pad_X,Pad_Y,Pad_Z,Pho_DBH,Pho_X,Pho_Y,Pho_Z
7,2,426,Cp,16.3,-70034.74993,-110786.0623,3.546,14.9,-70034.39844,-110784.6797,127.7,17.9,-70032.57812,-110785.3281,127.8
7,3,182,Cp,27.0,-70038.13961,-110789.6704,3.61,26.0,-70037.99219,-110788.2109,127.7,25.5,-70035.80469,-110789.0078,128.0
7,4,178,Cp,13.5,-70039.53107,-110785.3197,3.386,13.2,-70039.21094,-110783.8047,127.5,13.5,-70037.38281,-110784.7813,127.7
7,5,179,Cp,28.1,-70044.20706,-110786.6552,3.047,27.6,-70044.05469,-110784.4609,127.5,26.8,-70042.24219,-110785.8203,127.7
7,6,177,Cp,16.6,-70045.44877,-110781.9253,2.999,16.6,-70045.125,-110779.7734,127.2,17.6,-70043.72656,-110781.3438,127.3
7,7,176,Cp,21.0,-70043.68611,-110778.9195,2.847,21.4,-70043.25781,-110776.8516,127.1,24.1,-70042.17188,-110778.2656,127.1
7,8,174,Cp,19.3,-70041.87875,-110775.6177,2.583,19.9,-70041.17969,-110773.7813,126.8,20.5,-70040.42969,-110774.9844,126.9
7,9,175,Cp,19.6,-70041.0796,-110778.2524,2.799,18.7,-70040.55469,-110776.4453,127.1,24.1,-70039.51562,-110777.5703,127.1
7,10,445,Cp,37.9,-70038.54594,-110769.7366,2.192,39.3,-70037.52344,-110768.0156,126.6,35.1,-70037.41406,-110768.9141,126.8
7,11,157,Cp,17.9,-70044.69612,-110766.4514,1.946,14.8,-70043.5,-110764.2031,126.3,18.4,-70043.63281,-110765.7031,126.5
7,12,168,Cp,17.2,-70043.87558,-110768.6586,1.977,17.2,-70042.64844,-110766.7109,126.5,17.8,-70042.57812,-110768.1484,126.6
7,13,167,Cp,17.7,-70045.26216,-110768.7689,2.042,15.4,-70044.07812,-110766.6563,126.5,17.4,-70043.99219,-110768.2188,126.6
7,14,166,Cp,16.8,-70046.22991,-110769.3154,2.032,15.4,-70045.03125,-110767.2578,126.4,19.5,-70044.92188,-110768.8906,126.5
7,15,173,Cp,19.7,-70049.37447,-110777.5581,2.688,17.9,-70048.67969,-110775.2734,126.9,22.6,-70047.82031,-110777.1094,127.0
8,1,440,Cp,45.0,-70027.45041,-110772.7308,2.682,45.5,-70025.29688,-110771.1172,127.0,45.5,-70025.44531,-110771.3125,127.0
8,2,441,Cp,34.2,-70031.83228,-110772.3604,2.465,30.9,-70029.67969,-110770.6719,126.9,31.6,-70029.75781,-110770.9766,126.9
8,3,444,Cp,27.5,-70033.73526,-110768.531,2.163,27.3,-70031.47656,-110766.7891,126.6,27.4,-70031.59375,-110767.2422,126.6
8,4,443,Cp,33.9,-70031.06872,-110767.8383,2.161,35.8,-70028.875,-110766.1875,126.6,32.5,-70029.10156,-110766.5938,126.6
8,5,442,Cp,31.7,-70028.81693,-110767.1781,2.162,29.0,-70026.55469,-110765.5938,126.7,29.4,-70026.76562,-110765.8906,126.7
8,6,449,Cp,29.5,-70029.40865,-110764.8197,1.935,30.8,-70027.10938,-110763.2266,126.3,28.3,-70027.38281,-110763.5078,126.3
8,7,448,Cp,23.3,-70031.86097,-110765.5836,1.911,23.8,-70029.5625,-110763.9844,126.3,20.4,-70029.79688,-110764.2813,126.3
8,8,447,Cp,24.6,-70034.23676,-110766.0206,1.918,25.6,-70031.92188,-110764.3672,126.3,28.2,-70032.14844,-110764.7109,126.6
8,9,446,Cp,20.5,-70036.63114,-110766.5558,1.883,24.2,-70034.46094,-110764.8672,126.6,22.4,-70034.58594,-110765.2656,126.6
8,10,451,Cp,25.4,-70034.63141,-110763.7985,1.757,24.3,-70032.34375,-110762.1094,126.3,21.9,-70032.60938,-110762.4766,126.3
8,11,454,Cp,10.5,-70036.50581,-110761.4952,1.558,11.4,-70034.10938,-110759.8438,126.1,10.6,-70034.375,-110760.2656,126.1
8,12,453,Cp,21.2,-70038.49031,-110762.1275,1.694,20.9,-70036.125,-110760.3594,126.1,21.2,-70036.40625,-110760.8047,126.1
8,13,464,Cp,15.7,-70039.45601,-110758.9152,1.492,17.0,-70036.98438,-110757.125,125.9,16.1,-70037.29688,-110757.6484,126.1
8,14,472,Cp,12.9,-70039.04707,-110757.668,1.352,12.1,-70036.60938,-110755.8984,125.9,12.2,-70036.98438,-110756.4375,125.9
8,15,471,Cp,11.1,-70037.72413,-110757.6289,1.39,12.4,-70035.23438,-110755.9141,125.9,11.9,-70035.63281,-110756.4297,125.9
8,16,478,Cp,17.3,-70036.5527,-110754.996,1.268,20.7,-70033.9375,-110753.3125,125.8,21.7,-70034.49219,-110753.7344,125.8
8,17,495,Cp,10.9,-70033.55917,-110749.9774,1.005,10.4,-70030.79688,-110748.3984,125.7,11.3,-70031.52344,-110748.7969,125.7
8,18,498,Cp,19.9,-70036.06144,-110748.4608,0.971,18.7,-70033.3125,-110746.7969,125.4,18.4,-70034.10156,-110747.2578,125.6
9,1,514,Cp,16.5,-70034.47846,-110746.1051,0.803,15.6,-70032.92188,-110746.2188,125.4,17.3,-70027.71875,-110738.3906,125.1
9,2,496,Cp,19.0,-70034.05628,-110748.0085,0.935,20.6,-70032.4375,-110748.1406,125.7,19.9,-70027.25,-110740.2813,125.2
9,3,497,Cp,13.3,-70035.07957,-110748.1999,0.984,12.4,-70033.41406,-110748.3984,125.7,11.8,-70028.1875,-110740.5391,125.2
9,4,586,Cp,20.1,-70028.15543,-110751.1466,1.189,20.3,-70026.3125,-110751.1094,125.8,19.1,-70021.23438,-110743.2656,125.2
9,5,585,Cp,17.1,-70026.23112,-110750.6582,1.202,14.7,-70024.39062,-110750.5703,125.8,19.2,-70019.29688,-110742.75,125.3
9,6,584,Cp,30.5,-70024.41302,-110750.2775,1.219,28.6,-70022.5625,-110750.1172,125.5,29.0,-70017.50781,-110742.3125,125.3
9,7,583,Cp,23.2,-70020.47379,-110749.4845,1.251,21.8,-70018.67188,-110749.2266,125.5,21.8,-70013.67969,-110741.4922,125.3
9,8,582,Cp,18.1,-70018.43484,-110749.0947,1.235,19.5,-70016.63281,-110748.7422,125.5,22.1,-70011.63281,-110741.0469,125.4
9,9,581,Cp,30.3,-70017.48909,-110748.9802,1.232,27.7,-70015.64844,-110748.5469,125.6,27.9,-70010.6875,-110740.875,125.4
9,10,580,Cp,19.8,-70016.82406,-110746.8057,1.258,20.0,-70015.09375,-110746.2969,125.5,18.8,-70010.04688,-110738.6641,125.3
9,11,579,Cp,17.4,-70017.80645,-110747.0932,1.182,16.9,-70016.19531,-110746.5313,125.5,17.3,-70011.14844,-110738.8516,125.3
9,12,578,Cp,12.7,-70018.69271,-110747.2056,1.203,13.2,-70017.11719,-110746.7656,125.4,12.0,-70012.09375,-110739.0391,125.3
9,13,577,Cp,18.7,-70021.71984,-110747.7031,1.164,19.8,-70020.04688,-110747.4688,125.5,17.9,-70015.10156,-110739.6094,125.3
9,14,576,Cp,15.6,-70022.86169,-110747.9219,1.183,13.6,-70021.1875,-110747.75,125.5,18.2,-70016.26562,-110739.8125,125.2
9,15,575,Cp,21.2,-70024.64066,-110748.3528,1.147,23.8,-70022.97656,-110748.3203,125.5,19.2,-70017.97656,-110740.2734,125.3
9,16,574,Cp,16.5,-70026.67183,-110748.7093,1.132,16.6,-70024.89844,-110748.75,125.6,15.9,-70019.96875,-110740.5938,125.2
9,17,573,Cp,21.5,-70027.74184,-110749.0063,1.146,23.4,-70025.98438,-110749.0859,125.6,24.1,-70021.09375,-110740.8672,125.2
9,18,572,Cp,21.6,-70028.8518,-110749.207,1.095,23.1,-70027.02344,-110749.3984,125.7,21.3,-70022.11719,-110741.1172,125.2
9,19,571,Cp,22.5,-70029.11108,-110747.2042,1.017,19.3,-70027.4375,-110747.4063,125.7,21.4,-70022.42188,-110739.1328,125.2
9,20,570,Cp,9.3,-70028.20144,-110747.0829,0.99,9.4,-70026.50781,-110747.2422,125.6,9.0,-70021.54688,-110739.0078,125.2
9,21,569,Cp,12.1,-70027.20052,-110746.6001,0.989,16.6,-70025.47656,-110746.7031,125.4,12.8,-70020.53125,-110738.5547,125.2
9,22,568,Cp,17.2,-70026.30454,-110746.5446,1.13,21.6,-70024.57031,-110746.5625,125.4,16.3,-70019.64844,-110738.4141,125.2
9,23,567,Cp,11.6,-70025.36826,-110746.3582,1.046,11.0,-70023.60156,-110746.4766,125.4,15.5,-70018.65625,-110738.3125,125.2
9,24,566,Cp,18.3,-70023.35625,-110745.9575,1.048,17.5,-70021.71875,-110745.9453,125.3,22.1,-70016.75,-110737.8438,125.2
9,25,565,Cp,17.3,-70022.41483,-110745.6331,1.073,18.0,-70020.79688,-110745.5625,125.3,16.1,-70015.875,-110737.5391,125.3
9,26,564,Cp,9.9,-70018.52009,-110745.1869,0.912,10.0,-70016.82812,-110745.1172,125.4,8.5,-70011.94531,-110737.1719,125.3
9,27,563,Cp,22.8,-70017.3644,-110744.8683,1.027,21.0,-70015.75,-110744.5859,125.5,22.9,-70010.78125,-110736.7344,125.3
9,28,562,Cp,30.0,-70019.79669,-110743.2837,1.107,31.7,-70018.28125,-110743.0781,125.3,30.1,-70013.30469,-110735.0859,125.1
9,29,561,Cp,26.0,-70021.83697,-110743.7384,1.052,22.2,-70020.25781,-110743.6641,125.3,24.9,-70015.36719,-110735.5391,125.1
9,30,560,Cp,20.8,-70023.7262,-110744.0555,0.981,18.8,-70022.17969,-110744.0469,125.3,19.3,-70017.23438,-110735.8438,125.1
9,31,559,Cp,9.0,-70025.05506,-110744.1209,0.762,9.9,-70023.42969,-110744.375,125.4,9.1,-70018.47656,-110736.1094,125.1
9,32,558,Cp,8.8,-70025.84778,-110744.5165,0.958,6.0,-70024.19531,-110744.625,125.4,8.6,-70019.28125,-110736.3359,125.1
9,33,557,Cp,18.3,-70026.81464,-110744.7311,0.976,15.8,-70025.19531,-110744.8438,125.4,19.6,-70020.28125,-110736.5547,125.1
9,34,556,Cp,19.9,-70027.72157,-110744.8199,0.977,18.2,-70026.17969,-110744.9922,125.4,18.0,-70021.22656,-110736.6172,125.1
9,35,555,Cp,21.5,-70030.00622,-110745.1765,0.892,21.9,-70028.29688,-110745.5078,125.4,19.5,-70023.38281,-110736.9688,125.2
9,36,554,Cp,26.7,-70030.25031,-110743.3312,0.862,22.5,-70028.67188,-110743.6797,125.4,26.2,-70023.70312,-110735.1328,125.0
9,37,553,Cp,26.5,-70029.19962,-110743.1865,0.881,23.8,-70027.63281,-110743.4453,125.2,25.5,-70022.67188,-110734.9609,125.1
9,38,552,Cp,27.9,-70026.31353,-110742.6373,0.946,24.6,-70024.71875,-110742.8438,125.2,24.3,-70019.78125,-110734.4297,125.1
9,39,551,Cp,14.7,-70025.22654,-110742.4687,0.906,14.9,-70023.61719,-110742.5469,125.2,12.9,-70018.75,-110734.1953,125.1
9,40,550,Cp,20.3,-70024.25202,-110742.2705,0.895,18.3,-70022.73438,-110742.2813,125.2,18.6,-70017.82812,-110734.0,125.1
9,41,549,Cp,23.0,-70022.53812,-110741.8691,0.781,24.2,-70020.84375,-110741.9922,125.2,22.0,-70015.9375,-110733.7578,125.1
9,42,548,Cp,19.6,-70019.4377,-110740.9443,1.025,16.9,-70017.85156,-110740.9453,125.3,20.1,-70012.98438,-110732.7344,125.0
9,43,547,Cp,29.5,-70017.25286,-110740.952,1.0,28.2,-70015.74219,-110740.7813,125.3,29.1,-70010.89062,-110732.6016,124.9
10,1,759,Nf,42.0,-70006.04497,-110726.3891,-0.044,44.7,-70005.28125,-110726.2734,123.0,42.8,-70006.39844,-110726.4219,123.7
10,2,758,Nf,34.3,-70006.03781,-110725.8068,0.128,34.6,-70005.25781,-110725.7734,123.0,36.1,-70006.30469,-110725.8828,123.7
10,3,757,Nf,45.9,-70006.16889,-110725.3938,0.047,44.9,-70005.55469,-110725.3359,123.0,42.0,-70006.61719,-110725.4063,123.7
10,4,756_1,Nf,45.5,-70006.71254,-110725.8731,-0.049,47.0,-70006.0,-110725.8047,123.7,42.3,-70007.125,-110725.9609,123.7
10,5,756_2,Nf,26.7,-70007.83652,-110726.7609,0.041,25.3,-70007.0,-110726.7578,124.3,28.7,-70008.14062,-110726.7656,124.3
10,6,754,Nf,8.0,-70006.53466,-110722.7161,-1.096,10.1,-70005.97656,-110722.7188,123.0,9.8,-70006.96094,-110722.7891,123.0
10,7,753,Nf,6.7,-70006.78082,-110722.4908,-0.924,7.8,-70006.23438,-110722.4766,123.0,7.8,-70007.23438,-110722.5469,123.0
10,8,755,Nf,21.0,-70007.66408,-110722.6402,-0.709,15.0,-70007.07812,-110722.7266,123.0,16.1,-70008.0625,-110722.7656,123.0
10,9,752,Nf,20.3,-70006.4688,-110721.382,-1.289,21.4,-70005.95312,-110721.3203,123.0,20.1,-70006.88281,-110721.3672,123.0
10,10,751,Nf,42.7,-70006.95382,-110721.4877,-1.163,43.0,-70006.42188,-110721.3672,123.0,39.8,-70007.35938,-110721.4219,123.0
10,11,750,Nf,26.4,-70007.31823,-110719.7835,-2.13,21.6,-70006.91406,-110719.9688,123.0,27.5,-70007.80469,-110719.9688,123.0
10,12,749,Nf,6.0,-70008.00099,-110719.9011,-2.32,9.6,-70007.59375,-110720.0313,123.0,8.9,-70008.5,-110720.1016,123.0
10,13,748,Nf,21.5,-70008.46881,-110718.6912,-2.894,24.2,-70008.07031,-110718.9141,122.3,23.7,-70008.92188,-110718.9453,122.3
10,14,747,Nf,35.6,-70010.05954,-110719.4261,-2.207,35.7,-70009.6875,-110719.7344,122.2,33.8,-70010.54688,-110719.6953,122.2
10,15,746,Nf,40.5,-70010.94897,-110719.5353,-1.828,45.8,-70010.54688,-110719.8516,123.1,45.5,-70011.41406,-110719.7734,123.1
10,16,745,Nf,11.2,-70010.61263,-110720.3935,-1.583,12.2,-70010.125,-110720.7031,123.1,11.6,-70011.0625,-110720.6406,123.1
10,17,744,Nf,9.1,-70009.38041,-110724.8076,-0.199,11.7,-70008.53906,-110724.9688,123.7,10.1,-70009.78906,-110725.0078,124.0
10,18,740,Nf,8.2,-70011.45833,-110729.6943,0.302,10.6,-70009.98438,-110729.9375,124.9,10.8,-70011.65625,-110729.9609,124.9
10,19,741,Nf,19.2,-70010.67061,-110726.3883,0.083,18.5,-70009.64062,-110726.4766,124.5,23.2,-70010.92969,-110726.5703,124.5
10,20,742,Nf,36.5,-70010.1763,-110725.9161,0.249,35.0,-70009.32031,-110725.9766,124.0,37.3,-70010.57031,-110726.1016,124.0
10,21,743,Nf,44.2,-70010.95072,-110724.9524,-0.005,45.1,-70010.14844,-110725.2188,124.0,49.2,-70011.29688,-110725.2734,124.0
10,22,739,Nf,38.5,-70014.56073,-110725.1409,0.125,40.8,-70013.63281,-110725.8984,124.3,42.8,-70014.84375,-110725.4219,124.3
10,23,738,Nf,6.6,-70014.60768,-110724.3202,0.112,10.3,-70013.78125,-110725.1094,124.3,9.6,-70014.90625,-110724.6563,124.3
10,24,737,Nf,38.5,-70016.07066,-110723.6071,-0.23,36.1,-70015.1875,-110724.6406,124.3,33.3,-70016.21094,-110724.0234,124.5
10,25,736,Nf,28.2,-70015.04748,-110721.3328,-0.543,27.6,-70014.72656,-110722.2656,123.5,30.6,-70015.44531,-110721.6484,123.5
10,26,735,Nf,30.4,-70014.93359,-110720.613,-0.699,32.3,-70014.65625,-110721.7813,123.5,33.8,-70015.36719,-110721.1484,123.5
10,27,729_2,Nf,6.1,-70018.36448,-110721.5944,-0.264,8.6,-70017.86719,-110722.8984,123.8,8.2,-70018.70312,-110721.9766,123.8
10,28,728,Nf,6.1,-70022.5469,-110725.5137,1.328,8.0,-70021.38281,-110725.9688,124.6,11.4,-70022.5,-110724.7422,124.6
10,29,727,Nf,6.3,-70024.59411,-110724.7877,-0.282,9.2,-70023.49219,-110726.7656,124.8,8.2,-70024.65625,-110725.3438,124.6
11,1,405,Cp,19.2,-70024.86556,-110804.0642,4.626,19.6,-70021.72656,-110807.9766,129.2,17.6,-70029.21094,-110802.8516,128.9
11,2,407,Cp,16.7,-70025.75103,-110801.7649,4.442,15.5,-70022.55469,-110805.7109,129.2,17.1,-70030.22656,-110800.6172,128.9
11,3,408,Cp,22.5,-70023.54352,-110801.2674,4.418,23.2,-70020.28125,-110805.2891,129.2,18.9,-70028.01562,-110800.0547,128.9
11,4,406,Cp,19.3,-70022.02965,-110803.2319,4.637,18.4,-70018.875,-110807.3125,129.4,17.8,-70026.46094,-110801.8281,129.0
11,5,400,Cp,27.6,-70022.60801,-110811.4105,5.503,24.7,-70019.9375,-110815.3438,129.5,26.2,-70026.57031,-110809.9609,129.9
11,6,398,Cp,45.5,-70023.81274,-110813.8666,5.695,44.7,-70021.30469,-110817.7031,129.5,43.3,-70027.65625,-110812.5078,129.8
11,7,399,Cp,36.0,-70026.51229,-110812.3977,5.351,35.8,-70024.01562,-110816.0547,129.3,35.7,-70030.41406,-110811.2188,129.8
11,8,203,Cp,29.2,-70031.50225,-110814.117,5.238,26.3,-70029.0625,-110817.3906,128.9,27.9,-70035.1875,-110813.2266,129.6
11,9,198,Cp,36.8,-70032.60877,-110809.7186,4.939,37.5,-70029.86719,-110812.9297,128.6,35.9,-70036.6875,-110808.8516,129.4
11,10,193,Cp,31.7,-70033.81412,-110804.9807,4.532,29.3,-70030.71094,-110808.2188,128.6,31.3,-70038.21875,-110804.3594,129.1
11,11,197,Cp,24.8,-70036.1193,-110807.8782,4.592,22.8,-70033.1875,-110810.9844,128.4,23.8,-70040.29688,-110807.3672,129.3
11,12,199,Cp,27.5,-70037.62995,-110810.595,4.711,24.1,-70034.82812,-110813.5,128.2,28.2,-70041.59375,-110810.1563,129.4
11,13,196,Cp,19.9,-70040.19965,-110808.6787,4.499,19.1,-70037.14062,-110811.3516,128.0,19.2,-70044.1875,-110808.4609,129.1
11,14,194,Cp,31.9,-70038.9592,-110805.975,4.438,29.5,-70035.57812,-110808.6719,128.2,32.3,-70043.10938,-110805.6094,128.9
11,15,192,Cp,38.6,-70035.69686,-110799.9604,4.196,39.4,-70031.96094,-110803.1016,128.5,40.5,-70040.47656,-110799.4297,128.8
11,16,411,Cp,13.7,-70030.76143,-110798.0577,4.194,14.5,-70026.75,-110802.0859,128.8,12.3,-70035.59375,-110797.5,128.6
11,17,412,Cp,27.0,-70028.40208,-110797.547,4.246,28.4,-70024.39062,-110801.8125,129.0,25.4,-70033.29688,-110796.7578,128.6
12,1,439,Cp,26.7,-70026.10596,-110776.3264,2.847,27.9,-70022.82812,-110777.4766,127.4,26.3,-70011.875,-110768.8203,127.0
12,2,432,Cp,27.0,-70025.2103,-110781.0168,3.287,26.8,-70020.94531,-110781.9844,127.7,27.7,-70011.89062,-110773.6016,127.3
12,3,608,Cp,29.1,-70021.0522,-110779.7179,3.521,31.0,-70016.98438,-110779.9609,127.8,29.7,-70007.5,-110773.4063,127.3
12,4,609,Cp,30.0,-70018.69423,-110779.0999,3.424,31.0,-70014.75,-110778.9766,127.8,27.5,-70005.11719,-110773.4531,127.3
12,5,611,Cp,21.1,-70015.21138,-110780.5863,3.408,19.1,-70011.0625,-110780.0469,127.8,20.8,-70002.21875,-110775.9375,127.4
12,6,612,Cp,32.9,-70017.6736,-110781.4867,3.197,32.3,-70013.27344,-110781.3672,127.8,28.6,-70004.71094,-110776.25,127.5
12,7,613,Cp,16.8,-70019.8206,-110782.2383,3.319,18.4,-70015.35156,-110782.3047,128.1,17.1,-70007.07031,-110776.3516,127.5
12,8,420,Cp,27.0,-70023.8538,-110785.7269,3.648,24.2,-70018.82812,-110786.2891,128.3,25.8,-70011.71875,-110778.6406,127.8
12,9,615,Cp,11.9,-70020.00223,-110784.9308,3.517,10.5,-70015.22656,-110784.9375,128.1,12.2,-70007.89062,-110778.8906,127.8
12,10,614,Cp,25.2,-70014.72069,-110783.4805,3.59,23.3,-70010.08594,-110782.7266,128.1,22.9,-70002.38281,-110778.8906,127.6
12,11,634,Cp,39.9,-70011.57813,-110782.6493,3.521,39.9,-70007.14062,-110781.4063,127.8,36.9,-69999.10938,-110778.9297,127.6
12,12,636,Cp,30.0,-70009.64907,-110784.2951,3.765,28.2,-70005.24219,-110782.5703,128.0,28.1,-69997.85156,-110780.7188,127.7
12,13,635,Cp,26.5,-70010.96874,-110784.9162,3.649,24.1,-70006.46094,-110783.4219,128.1,28.0,-69999.29688,-110781.0313,127.6
12,14,665,Cp,23.7,-70011.1179,-110787.1826,3.875,22.0,-70006.3125,-110785.7344,128.4,24.5,-70000.02344,-110783.2344,128.0
12,15,670,Cp,30.1,-70013.40465,-110787.805,3.868,31.6,-70008.50781,-110786.6094,128.4,28.9,-70002.30469,-110783.1797,128.0
12,16,671,Cp,13.8,-70015.67506,-110788.479,3.877,15.9,-70010.71094,-110787.6094,128.4,14.4,-70004.73438,-110783.2891,128.0
12,17,647,Cp,43.0,-70018.49548,-110789.2289,4.004,42.6,-70013.30469,-110788.5625,128.4,39.7,-70007.53125,-110783.2188,128.1
12,18,648,Cp,27.0,-70018.90655,-110789.3878,3.975,25.0,-70013.72656,-110788.8047,128.4,23.5,-70008.02344,-110783.3125,128.1
12,19,419,Cp,25.1,-70022.42733,-110790.7598,3.953,25.4,-70016.875,-110790.6875,128.6,24.4,-70011.5625,-110783.8516,128.1
12,20,675,Cp,25.3,-70017.62654,-110792.064,4.205,24.5,-70012.22656,-110791.1719,128.6,24.8,-70007.48438,-110786.2031,128.4
12,21,672,Cp,29.1,-70015.12853,-110791.0914,4.033,22.8,-70009.71094,-110789.9375,128.6,26.2,-70004.82812,-110786.0156,128.4
12,22,669,Cp,25.1,-70012.79146,-110790.6273,4.012,24.7,-70007.59375,-110789.0781,128.7,26.0,-70002.54688,-110786.125,128.4
12,23,673,Cp,25.3,-70014.39398,-110793.7944,4.328,25.9,-70008.73438,-110792.4141,128.7,22.9,-70004.85156,-110788.75,128.4
12,24,674,Cp,34.5,-70016.54516,-110794.4492,4.364,35.4,-70010.78906,-110793.3359,128.9,40.6,-70007.09375,-110788.8438,128.4
12,25,414,Cp,33.1,-70021.19331,-110795.4669,4.266,33.6,-70015.07031,-110794.9766,128.9,30.8,-70011.61719,-110788.7031,128.4
12,26,413,Cp,30.5,-70025.88936,-110796.7711,4.248,29.5,-70019.53906,-110796.8672,129.0,28.3,-70016.40625,-110788.7813,128.4
12,27,416,Cp,27.7,-70028.99099,-110795.2563,4.059,24.9,-70022.79688,-110795.75,128.8,24.6,-70019.0,-110786.5625,128.3
12,28,417,Cp,31.7,-70029.78984,-110792.6975,4.029,33.0,-70023.90625,-110793.3047,128.7,30.4,-70019.14844,-110783.9219,128.1
12,29,424,Cp,31.2,-70033.06587,-110788.565,3.77,28.4,-70027.64062,-110789.6328,128.4,30.1,-70021.20312,-110779.2422,127.7
12,30,428,Cp,11.5,-70030.63672,-110784.9338,3.547,10.8,-70025.6875,-110785.7344,128.2,10.9,-70018.05469,-110776.4219,127.5
12,31,429,Cp,9.1,-70028.74386,-110784.4148,3.466,10.5,-70023.85938,-110785.0313,127.9,11.1,-70016.11719,-110776.3828,127.5
12,32,422,Cp,15.5,-70029.16151,-110787.3592,3.661,16.1,-70023.96875,-110787.9688,128.2,14.9,-70017.21094,-110779.0703,127.8
13,1,642,Cp,34.7,-70005.48556,-110775.0164,3.081,32.8,-70005.27344,-110773.2578,127.3,31.0,-70010.23438,-110777.625,127.5
13,2,619,Cp,27.8,-70008.70195,-110776.1387,3.196,30.3,-70008.58594,-110774.2813,127.3,29.9,-70013.51562,-110778.5938,127.5
13,3,618,Cp,46.8,-70010.26248,-110776.6722,3.264,45.1,-70010.14844,-110774.6875,127.3,44.4,-70015.0625,-110779.0391,127.8
13,4,617,Cp,22.2,-70011.87822,-110776.8514,3.309,22.2,-70011.75781,-110774.8828,127.3,23.1,-70016.67188,-110779.2422,127.8
13,5,616,Cp,31.0,-70013.16653,-110777.3996,3.256,29.8,-70013.00781,-110775.375,127.5,29.5,-70017.92188,-110779.7188,127.8
13,6,610,Cp,29.2,-70015.78399,-110778.3376,3.375,29.4,-70015.67969,-110776.2188,127.5,28.2,-70020.47656,-110780.5156,127.7
13,7,624,Cp,37.6,-70012.58098,-110779.1675,3.31,42.8,-70012.50781,-110777.1953,127.5,31.7,-70017.40625,-110781.6094,127.8
13,8,623,Cp,28.8,-70011.0213,-110778.8192,3.284,25.1,-70010.89844,-110776.9609,127.5,27.5,-70015.82031,-110781.3828,127.8
13,9,622,Cp,23.7,-70009.62889,-110778.107,3.254,29.4,-70009.54688,-110776.1406,127.5,21.2,-70014.49219,-110780.5781,127.8
13,10,621,Cp,31.7,-70007.97558,-110778.1422,3.329,28.1,-70007.95312,-110776.1953,127.5,29.1,-70012.85938,-110780.6719,127.8
13,11,620,Cp,33.8,-70006.47969,-110777.2735,3.26,27.5,-70006.47656,-110775.3281,127.5,35.7,-70011.375,-110779.8672,127.8
13,12,628,Cp,16.4,-70007.40467,-110779.8886,3.407,17.4,-70007.48438,-110777.9688,127.5,17.0,-70012.41406,-110782.4922,128.1
13,13,627,Cp,21.7,-70009.06464,-110780.2465,3.248,22.3,-70009.08594,-110778.2969,127.5,23.7,-70013.99219,-110782.7891,128.1
13,14,626,Cp,24.0,-70010.74286,-110780.7067,3.43,23.7,-70010.76562,-110778.7422,127.8,22.6,-70015.63281,-110783.2266,128.1
13,15,625,Cp,21.4,-70012.32522,-110780.8441,3.422,24.7,-70012.39844,-110778.8047,127.8,21.6,-70017.21094,-110783.2813,128.1
13,16,633,Cp,23.9,-70009.9649,-110782.4751,3.416,26.4,-70009.96875,-110780.4531,127.8,20.4,-70014.85938,-110784.9844,128.1
13,17,632,Cp,17.4,-70008.61047,-110781.9194,3.299,21.9,-70008.77344,-110780.0078,127.8,16.6,-70013.69531,-110784.5547,128.1
