Subplot,TreeID,TreeID_Onsite,Stand,Con_DBH,Con_X,Con_Y,Con_Z,Pad_DBH,Pad_X,Pad_Y,Pad_Z,Pho_DBH,Pho_X,Pho_Y,Pho_Z
15,1,760,Nf,8.0,-70002.03056,-110732.9171,0.713,9.6,-70001.24219,-110735.3594,125.1,9.5,-70003.24219,-110737.3203,125.3
15,2,763,Nf,11.2,-70001.6233,-110732.8344,0.819,14.5,-70000.83594,-110735.25,125.1,11.8,-70002.875,-110737.1953,125.3
15,3,762,Nf,11.0,-70001.61142,-110733.1917,0.852,13.3,-70000.8125,-110735.5938,125.1,11.8,-70002.82812,-110737.5313,125.3
15,4,761,Nf,14.8,-70001.78526,-110733.562,0.844,18.0,-70001.00781,-110735.9297,125.1,19.7,-70003.00781,-110737.9141,125.3
15,5,764,Nf,8.6,-70001.38669,-110733.6787,0.843,12.0,-70000.625,-110736.0938,125.1,12.3,-70002.63281,-110738.0469,125.3
15,6,765,Nf,9.4,-70001.08341,-110732.838,0.757,12.3,-70000.24219,-110735.1953,125.1,10.6,-70002.28906,-110737.1797,125.3
15,7,766,Nf,13.5,-69999.22346,-110733.1096,0.558,14.9,-69998.54688,-110735.4063,125.1,14.5,-70000.54688,-110737.3906,125.3
15,8,767,Nf,11.4,-69999.02813,-110733.444,0.658,18.7,-69998.26562,-110735.7266,125.1,15.7,-70000.27344,-110737.6875,125.3
15,9,768,Nf,8.0,-69998.10733,-110732.552,0.494,9.8,-69997.375,-110734.8594,125.1,7.1,-69999.27344,-110736.7813,125.1
15,10,769,Nf,16.6,-69997.75103,-110732.3091,0.569,23.1,-69997.0,-110734.625,125.1,20.6,-69999.01562,-110736.6172,125.1
15,11,771,Nf,7.8,-69999.12795,-110730.4843,0.304,10.4,-69998.35156,-110732.7656,124.8,11.3,-70000.3125,-110734.7109,125.1
15,12,770,Nf,31.1,-69997.26494,-110731.4404,0.457,34.6,-69996.55469,-110733.8438,125.1,33.8,-69998.55469,-110735.7734,125.1
15,13,772,Nf,7.5,-69996.97984,-110728.9041,-0.067,10.5,-69996.27344,-110731.2578,124.8,9.3,-69998.21094,-110733.2188,124.8
15,14,773,Nf,7.7,-69996.62319,-110729.3002,0.031,8.6,-69995.9375,-110731.6484,124.8,10.0,-69997.88281,-110733.6172,125.1
15,15,774,Nf,30.5,-69995.6688,-110727.8666,-0.252,28.9,-69994.94531,-110730.2578,124.9,32.7,-69996.85938,-110732.1953,124.8
15,16,777,Nf,6.8,-69994.12045,-110728.8763,0.202,8.3,-69993.4375,-110731.3203,124.9,10.6,-69995.39062,-110733.2969,124.8
15,17,776,Nf,9.8,-69993.20245,-110727.5226,0.096,10.6,-69992.45312,-110729.7891,124.0,10.7,-69994.35156,-110731.7109,124.9
15,18,775,Nf,15.8,-69993.83408,-110726.7346,-0.347,16.9,-69993.28906,-110729.0859,124.0,14.9,-69995.1875,-110731.0234,124.9
15,19,780,Nf,6.3,-69991.55113,-110729.5125,0.491,8.8,-69990.96875,-110731.875,124.9,10.6,-69992.72656,-110733.7813,125.2
15,20,782,Nf,28.5,-69991.818,-110732.7313,1.007,34.3,-69991.04688,-110734.8828,125.1,30.3,-69992.8125,-110736.7813,125.2
15,21,781,Nf,20.7,-69991.63315,-110732.3467,0.932,23.8,-69991.0625,-110734.6563,125.1,23.1,-69992.83594,-110736.5625,125.2
15,22,779,Nf,59.0,-69989.02703,-110727.0723,0.157,64.8,-69988.32812,-110729.4297,124.2,66.3,-69990.07812,-110731.2969,124.9
15,24,786,Nf,41.0,-69983.94198,-110729.19,-0.247,43.1,-69983.33594,-110731.6328,124.5,43.4,-69985.125,-110733.5391,124.9
15,25,784,Nf,9.8,-69986.90523,-110732.2062,0.74,9.7,-69986.40625,-110734.5938,124.9,11.9,-69988.16406,-110736.5859,124.9
15,26,783,Nf,6.7,-69987.04174,-110732.3337,0.708,9.2,-69986.5625,-110734.7344,124.9,8.0,-69988.34375,-110736.6875,125.1
15,27,868,Cp,12.5,-69987.41,-110738.37,0.966,9.9,-69987.14844,-110740.7891,125.2,13.7,-69988.71094,-110742.6953,125.5
15,28,869,Cp,16.4,-69988.69741,-110738.827,1.02,18.7,-69988.46875,-110741.1875,125.5,17.6,-69989.96094,-110743.125,125.5
15,29,867,Cp,18.1,-69989.44195,-110737.5829,0.957,16.3,-69989.125,-110739.8594,125.3,17.3,-69990.65625,-110741.8594,125.5
15,30,866,Cp,26.8,-69991.07525,-110738.4356,1.069,27.7,-69990.80469,-110740.625,125.5,26.4,-69992.27344,-110742.6875,125.5
15,31,870,Cp,18.4,-69990.2324,-110740.1272,1.121,17.2,-69990.0625,-110742.3281,125.5,19.4,-69991.52344,-110744.3906,125.6
15,32,871,Cp,32.5,-69989.48119,-110741.5381,1.199,33.1,-69989.34375,-110743.8359,125.5,30.9,-69990.73438,-110745.8438,125.6
16,1,715,Cp,26.8,-70008.40627,-110822.6781,6.672,24.8,-70012.03906,-110824.2266,131.4,23.5,-70007.34375,-110823.2344,131.5
16,2,716,Cp,9.7,-70007.121,-110822.1616,6.734,7.7,-70010.74219,-110823.7188,131.1,9.3,-70006.0625,-110822.6953,131.8
16,3,717,Cp,13.5,-70006.05797,-110821.9377,6.766,15.2,-70009.70312,-110823.4844,131.5,14.9,-70005.0625,-110822.4453,131.8
16,4,718,Cp,16.6,-70006.55952,-110819.3365,6.963,15.7,-70010.35156,-110821.0703,131.1,14.9,-70005.71094,-110820.0391,131.4
16,5,714,Cp,19.9,-70007.71256,-110819.9193,6.546,21.1,-70011.35156,-110821.5625,131.1,20.2,-70006.70312,-110820.5078,131.2
16,6,712,Cp,21.7,-70009.91245,-110818.1284,6.124,19.0,-70013.57031,-110819.8672,130.9,21.2,-70008.97656,-110818.7656,131.2
16,7,713,Cp,36.8,-70008.57268,-110817.7076,6.243,38.1,-70012.27344,-110819.3984,130.9,40.8,-70007.66406,-110818.2969,131.2
16,8,719,Cp,22.3,-70007.35055,-110817.1479,6.296,22.9,-70011.08594,-110818.8203,130.9,24.7,-70006.49219,-110817.6875,131.4
16,9,720,Cp,33.2,-70006.3538,-110816.8091,6.38,35.6,-70010.11719,-110818.4609,131.2,35.6,-70005.48438,-110817.3359,131.4
16,10,721,Cp,29.1,-70005.05328,-110816.4659,6.468,32.5,-70008.83594,-110818.1094,131.2,31.0,-70004.21094,-110816.9688,131.1
16,11,725,Cp,33.6,-70003.79407,-110816.1568,6.525,35.4,-70007.60156,-110817.7578,131.2,32.3,-70002.99219,-110816.6172,131.3
16,12,726,Cp,13.8,-70002.54713,-110815.7081,6.547,11.8,-70006.44531,-110817.2734,131.4,10.9,-70001.8125,-110816.0859,131.3
16,13,699,Cp,21.1,-70002.2421,-110810.1632,6.361,14.8,-70006.14844,-110812.1797,130.9,20.8,-70001.52344,-110810.75,131.0
16,14,706,Cp,25.5,-70007.83802,-110811.9742,6.067,23.5,-70011.36719,-110814.1094,130.7,24.5,-70007.00781,-110812.6484,130.7
16,15,711,Cp,41.3,-70011.59629,-110813.3874,5.922,46.1,-70015.29688,-110815.6953,130.6,45.7,-70010.85938,-110814.1641,130.7
16,16,707,Cp,16.9,-70009.97863,-110810.1306,5.788,15.4,-70013.95312,-110812.6094,130.2,18.2,-70009.5,-110810.9922,130.7
16,17,705,Cp,24.1,-70008.44777,-110809.7751,5.931,22.7,-70012.17969,-110812.0313,130.5,24.0,-70007.69531,-110810.3281,130.7
16,18,703,Cp,19.1,-70006.36809,-110809.0462,5.798,19.5,-70010.30469,-110811.4063,130.5,19.3,-70005.73438,-110809.6563,130.5
16,19,704,Cp,19.7,-70008.40076,-110807.0499,5.673,17.9,-70012.27344,-110809.5703,130.2,20.8,-70007.73438,-110807.6563,130.3
16,20,708,Cp,24.9,-70010.17709,-110807.9045,5.654,19.0,-70013.92969,-110810.4922,130.2,27.5,-70009.46094,-110808.5859,130.3
16,21,709,Cp,21.1,-70011.74251,-110808.3202,5.66,19.6,-70015.48438,-110810.9531,130.2,21.1,-70011.0,-110809.0234,130.2
16,22,710,Cp,25.9,-70013.17514,-110808.3911,5.565,29.5,-70016.78906,-110811.0547,130.2,26.0,-70012.35156,-110809.1484,130.2
16,23,646,Cp,49.2,-70018.24904,-110809.6963,5.471,50.0,-70021.58594,-110812.5469,130.0,48.7,-70017.26562,-110810.5313,130.0
16,24,397_2,Cp,40.5,-70016.7352,-110814.5782,5.937,41.9,-70019.78125,-110817.0391,130.8,42.1,-70015.60156,-110815.2813,130.6
16,25,397_1,Cp,38.0,-70017.00825,-110814.8299,5.91,37.6,-70019.99219,-110817.3906,130.8,42.3,-70015.80469,-110815.6641,130.6
16,26,396,Cp,25.8,-70021.14191,-110816.0667,5.853,24.2,-70023.96094,-110818.6953,130.5,23.1,-70019.94531,-110816.8438,130.5
16,27,395,Cp,29.7,-70025.07473,-110817.5134,5.667,30.5,-70028.0,-110820.3438,130.3,27.8,-70024.03125,-110818.3828,130.5
16,28,393,Cp,25.0,-70020.6888,-110820.482,6.177,24.1,-70023.1875,-110822.9844,130.7,21.7,-70019.49219,-110820.9922,130.9
16,29,391,Cp,26.2,-70016.96311,-110821.6835,6.265,25.7,-70019.67969,-110823.9844,131.3,24.9,-70016.07031,-110822.1406,131.0
16,30,392,Cp,31.5,-70015.05954,-110819.0949,6.235,29.9,-70017.92188,-110821.1953,130.9,30.9,-70014.15625,-110819.5078,130.9
16,31,387,Cp,24.3,-70013.89532,-110823.8361,6.905,23.6,-70016.38281,-110825.7969,131.3,22.9,-70012.89062,-110824.1172,131.4
17,1,653,Cp,19.7,-70011.69113,-110793.3219,4.282,18.2,-70011.97656,-110791.3438,128.6,17.4,-70013.60938,-110792.4375,128.6
17,2,652,Cp,18.9,-70011.57486,-110793.0376,4.271,16.2,-70011.96875,-110791.3594,128.6,17.5,-70013.60938,-110792.4375,128.6
17,3,651,Cp,19.5,-70012.01862,-110792.7776,4.095,16.7,-70011.96875,-110791.3594,128.6,17.3,-70013.60938,-110792.4375,128.6
17,4,650,Cp,14.0,-70012.23449,-110793.0829,4.176,14.5,-70011.99219,-110791.3672,128.6,17.1,-70014.0,-110792.25,128.6
17,5,649,Cp,19.4,-70012.24364,-110793.2466,4.16,20.6,-70012.35938,-110791.1953,128.6,18.8,-70013.60156,-110792.4297,128.6
17,6,679,Cp,32.5,-70013.687,-110798.3077,4.688,32.1,-70013.9375,-110796.3984,129.1,30.1,-70015.32031,-110797.5547,129.1
17,7,680,Cp,30.1,-70011.53795,-110797.9124,4.708,27.6,-70011.84375,-110795.9219,128.9,25.6,-70013.24219,-110797.0156,129.2
17,8,681,Cp,26.3,-70009.47133,-110797.2418,4.686,27.7,-70009.75781,-110795.25,128.9,26.6,-70011.22656,-110796.2734,129.2
17,9,684,Cp,53.6,-70005.78606,-110796.7227,4.726,53.2,-70006.14844,-110794.7422,129.0,47.9,-70007.70312,-110795.6484,128.9
17,10,683_3,Cp,35.8,-70004.69435,-110800.1078,5.029,34.9,-70005.05469,-110798.0859,129.3,33.2,-70006.4375,-110798.9453,129.1
17,11,683_1,Cp,33.4,-70004.79808,-110800.2823,5.103,31.9,-70005.42188,-110798.4375,129.3,29.9,-70006.79688,-110799.3203,129.1
17,12,682,Cp,46.4,-70009.8107,-110802.0346,5.237,46.2,-70010.08594,-110799.9922,129.5,42.7,-70011.32812,-110801.0391,129.5
17,13,678,Cp,23.7,-70013.20067,-110800.5074,4.862,23.4,-70013.21094,-110798.7344,129.2,26.6,-70014.55469,-110799.9766,129.4
17,14,677,Cp,29.1,-70014.92512,-110801.4374,4.979,31.8,-70015.05469,-110799.4453,129.1,26.4,-70016.30469,-110800.8984,129.4
17,15,702,Cp,21.9,-70006.73473,-110806.7068,5.625,19.4,-70006.8125,-110804.6016,130.0,19.1,-70007.78906,-110805.6094,130.0
17,16,701,Cp,28.4,-70004.22768,-110806.0142,5.72,30.4,-70004.36719,-110803.7422,130.1,26.7,-70005.5,-110804.6641,130.1
17,17,700,Cp,15.4,-70002.83978,-110807.9748,6.01,19.8,-70003.05469,-110805.7188,130.1,11.7,-70004.11719,-110806.5703,130.5
17,18,698,Cp,35.0,-70000.51825,-110807.0269,6.048,31.1,-70000.74219,-110804.6484,130.3,33.9,-70001.90625,-110805.4531,130.3
17,19,697,Cp,28.0,-69999.69779,-110809.6091,6.227,26.7,-69999.85938,-110807.1797,130.7,23.0,-70000.96875,-110807.8906,130.7
17,20,695,Cp,20.3,-69997.59733,-110804.1073,5.682,19.6,-69998.32812,-110801.7109,130.0,21.4,-69999.48438,-110802.375,129.9
17,21,683_2,Cp,44.9,-70004.47978,-110800.6649,5.108,44.7,-70005.40625,-110798.5391,129.3,42.2,-70006.28906,-110799.3594,129.3
17,22,685_2,Cp,19.2,-69999.36995,-110797.1897,4.861,18.0,-70000.35938,-110794.9766,129.0,20.3,-70001.45312,-110795.7266,129.0
17,23,685_1,Cp,39.3,-69999.16102,-110797.4424,4.923,41.0,-70000.13281,-110795.1797,129.0,37.2,-70001.25,-110795.9219,129.0
17,24,686_2,Cp,23.8,-69996.65793,-110796.3159,4.736,25.7,-69997.64844,-110794.0469,129.1,18.7,-69998.85938,-110794.7109,129.1
17,25,686_3,Cp,13.5,-69996.97136,-110796.2823,4.754,12.2,-69997.97656,-110794.0547,129.1,11.1,-69999.125,-110794.6953,129.1
17,26,686_1,Cp,25.2,-69996.83938,-110796.1289,4.71,24.3,-69997.85156,-110793.7656,129.1,28.1,-69999.03906,-110794.6094,129.1
17,27,687_2,Cp,26.4,-69993.86914,-110794.8595,4.812,24.1,-69994.89844,-110792.4375,128.8,27.7,-69996.16406,-110792.9844,129.1
17,28,687_1,Cp,40.6,-69993.67488,-110795.322,4.81,33.5,-69994.66406,-110792.8359,129.2,32.8,-69995.92188,-110793.375,129.1
17,29,688_1,Cp,36.0,-69991.1152,-110792.8371,4.529,40.9,-69992.25,-110790.3828,128.9,39.6,-69993.55469,-110790.8203,128.8
17,30,688_3,Cp,20.3,-69991.17635,-110792.3433,4.455,24.2,-69992.32812,-110789.7891,128.8,19.8,-69993.66406,-110790.3047,128.8
17,31,661,Cp,25.1,-70001.41274,-110787.9181,3.916,24.8,-70002.92188,-110786.0078,128.4,22.7,-70003.99219,-110786.6719,128.4
17,32,654,Cp,30.2,-70008.5142,-110786.6041,3.896,29.5,-70009.95312,-110785.0938,128.1,25.8,-70011.07031,-110785.9766,128.4
17,33,656,Cp,24.0,-70009.09185,-110786.3387,3.887,28.4,-70010.14062,-110785.1016,128.1,20.5,-70011.5,-110785.7969,128.4
17,34,655,Cp,28.1,-70008.81674,-110786.8405,3.888,27.3,-70009.86719,-110785.2891,128.1,22.2,-70011.45312,-110786.3047,128.4
17,35,666,Cp,23.6,-70010.41353,-110789.7776,3.989,26.0,-70011.34375,-110788.5703,128.4,24.4,-70012.73438,-110789.3828,128.6
17,36,663,Cp,26.2,-70007.67961,-110789.0812,3.971,24.3,-70008.78906,-110787.625,128.4,24.6,-70010.19531,-110788.4844,128.4
17,37,1000,Cp,33.6,-70006.6902,-110791.5756,4.222,36.2,-70007.60156,-110790.0391,128.7,34.4,-70009.05469,-110790.8672,128.7
17,38,667,Cp,23.8,-70009.52327,-110792.4851,4.228,27.9,-70010.24219,-110791.1719,128.6,27.7,-70011.65625,-110792.0,128.6
18,1,657,Bp,14.5,-69987.53363,-110785.2253,4.002,13.3,-69987.22656,-110782.8203,128.2,15.7,-69986.28906,-110779.3438,127.8
18,2,668,Bp,11.8,-69988.14924,-110782.9837,3.734,14.9,-69987.75781,-110780.5547,128.2,13.0,-69986.75,-110777.0781,127.5
18,3,669,Bp,8.6,-69988.73922,-110780.7431,3.483,11.7,-69988.25,-110778.2188,127.8,9.8,-69987.20312,-110774.7031,127.1
18,4,670,Bp,8.6,-69986.21764,-110779.8871,3.464,10.5,-69985.72656,-110777.6328,127.8,7.9,-69984.70312,-110774.1563,127.1
18,5,93,Bp,25.0,-69984.73266,-110773.839,2.787,22.9,-69983.74219,-110771.7969,127.4,24.9,-69982.74219,-110768.5078,126.5
18,6,92,Bp,24.0,-69987.59423,-110774.2701,2.845,21.8,-69986.61719,-110772.0938,127.5,23.8,-69985.5625,-110768.7344,126.8
18,7,91,Bp,28.8,-69989.9341,-110775.614,3.009,28.0,-69989.01562,-110773.3984,127.5,28.6,-69987.97656,-110769.9531,126.8
18,8,100,Bp,17.4,-69990.64468,-110773.1288,2.819,18.4,-69989.58594,-110770.8281,127.2,18.1,-69988.49219,-110767.3438,126.5
18,9,99,Bp,21.0,-69987.85389,-110772.2506,2.72,21.8,-69986.65625,-110770.2109,127.1,21.6,-69985.66406,-110766.7734,126.5
18,10,101,Bp,24.7,-69990.95511,-110770.837,2.658,25.8,-69989.91406,-110768.3984,126.8,24.6,-69988.80469,-110764.9141,126.4
18,11,654,Cp,32.6,-69995.75473,-110772.2787,2.787,30.6,-69994.39062,-110769.7031,127.0,32.0,-69993.32812,-110766.0703,126.7
18,12,649,Cp,31.7,-69998.11877,-110772.8818,2.809,31.4,-69996.72656,-110770.1094,127.0,32.1,-69995.6875,-110766.4141,126.7
18,13,648,Cp,31.8,-70000.78001,-110773.3963,2.922,35.0,-69999.42969,-110770.5078,126.7,30.7,-69998.41406,-110766.7266,126.7
18,14,643,Cp,31.4,-70003.05628,-110774.3437,3.024,27.7,-70001.73438,-110771.3438,126.6,34.2,-70000.75,-110767.5391,126.6
18,15,641,Cp,22.4,-70004.78516,-110777.7246,3.23,17.3,-70003.59375,-110774.6094,127.0,18.8,-70002.6875,-110770.6953,127.0
18,16,644,Cp,21.2,-70002.53957,-110776.6239,3.113,18.0,-70001.39844,-110773.5859,126.9,21.5,-70000.45312,-110769.8594,126.9
18,17,647,Cp,28.6,-69999.93511,-110776.0758,3.133,27.0,-69998.8125,-110773.1484,127.0,27.7,-69997.86719,-110769.5781,127.0
18,18,650,Cp,27.3,-69997.58538,-110775.4553,3.0,33.6,-69996.35156,-110772.5547,127.0,26.5,-69995.41406,-110769.1953,127.0
18,19,653,Cp,35.8,-69995.2462,-110774.8067,2.913,37.0,-69994.0,-110772.0156,127.3,37.8,-69993.03906,-110768.8672,127.0
18,20,652,Cp,48.1,-69994.58216,-110777.1291,3.116,49.6,-69993.39844,-110774.3906,127.3,46.6,-69992.625,-110771.2578,127.0
18,21,651,Cp,40.1,-69996.99236,-110778.0615,3.271,36.7,-69995.98438,-110775.0859,127.3,36.6,-69995.1875,-110771.8438,127.0
18,22,646,Cp,35.9,-69999.46227,-110778.7015,3.259,36.6,-69998.40625,-110775.5391,127.2,34.4,-69997.64062,-110772.2266,127.3
18,23,645,Cp,30.3,-70001.75117,-110779.2612,3.329,29.0,-70000.73438,-110775.9609,127.2,28.8,-69999.95312,-110772.5703,127.2
18,24,640,Cp,22.5,-70004.17047,-110779.8947,3.362,18.3,-70003.15625,-110776.4219,127.0,19.1,-70002.28906,-110772.9453,127.2
18,25,630,Cp,38.6,-70005.15545,-110781.3565,3.355,32.4,-70004.19531,-110778.0156,127.3,37.2,-70003.46094,-110774.4297,127.3
18,26,629,Cp,33.7,-70005.94078,-110779.2473,3.237,30.8,-70004.8125,-110775.7969,127.0,38.0,-70004.03125,-110772.2109,127.3
18,27,631,Cp,20.2,-70007.1758,-110781.4886,3.383,25.1,-70006.14844,-110777.9531,127.0,18.9,-70005.46875,-110774.3125,127.3
18,28,637,Cp,29.0,-70007.96598,-110783.7867,3.624,31.1,-70007.02344,-110780.1641,127.3,29.6,-70006.4375,-110776.5234,127.5
18,29,638,Cp,37.1,-70006.52238,-110783.3731,3.56,33.1,-70005.41406,-110779.875,127.3,34.5,-70004.875,-110776.3047,127.5
18,30,639,Cp,42.4,-70004.66616,-110782.8707,3.505,45.7,-70003.67969,-110779.3672,127.3,38.9,-70003.10156,-110775.9297,127.5
18,31,660,Cp,20.5,-70002.56953,-110784.6373,3.629,21.4,-70001.73438,-110781.2031,127.5,20.7,-70001.25,-110777.8906,127.4
18,32,659_3,Cp,20.2,-69999.15024,-110783.4464,3.668,19.5,-69998.16406,-110780.1172,127.4,17.5,-69997.65625,-110777.0703,127.5
18,33,659_1,Cp,35.3,-69998.98449,-110783.9027,3.669,36.0,-69998.02344,-110780.5469,127.4,36.3,-69997.53906,-110777.5,127.5
18,34,659_2,Cp,26.0,-69999.03334,-110784.3491,3.714,27.8,-69998.15625,-110780.8438,127.4,26.9,-69997.53906,-110777.9531,127.5
18,35,658_1,Cp,34.0,-69998.2795,-110787.2876,3.924,37.6,-69997.61719,-110784.1172,127.7,34.6,-69997.34375,-110781.0391,127.7
18,36,658_2,Cp,37.2,-69997.97418,-110787.1126,3.918,39.0,-69997.3125,-110783.9297,127.6,37.9,-69997.03906,-110780.8906,127.7
18,37,657,Cp,43.5,-69994.97302,-110785.5845,3.825,42.6,-69994.28906,-110782.4688,127.7,44.4,-69993.89062,-110779.6641,127.8
19,1,883,Cp,28.2,-69983.97168,-110753.0113,1.54,28.7,-69983.57812,-110755.375,125.6,27.8,-69980.44531,-110752.3047,125.3
19,2,885,Cp,19.7,-69980.5567,-110755.0942,1.214,20.5,-69979.86719,-110756.9531,125.4,19.2,-69976.98438,-110754.2109,125.1
19,3,887,Cp,17.7,-69978.18906,-110759.9771,1.395,15.5,-69977.03906,-110761.6719,126.0,16.8,-69974.67969,-110759.0625,125.6
19,4,890,Cp,15.8,-69977.44015,-110761.3656,1.382,14.5,-69976.14844,-110762.9609,126.0,18.6,-69973.89844,-110760.4609,125.4
19,5,892,Cp,23.6,-69978.07196,-110764.0137,1.992,17.7,-69976.55469,-110765.5234,126.3,22.4,-69974.58594,-110762.9766,126.0
19,6,889,Cp,19.5,-69979.00487,-110762.512,1.86,18.6,-69977.5,-110764.1641,126.0,19.5,-69975.40625,-110761.5859,126.0
19,7,888,Cp,16.1,-69979.97874,-110760.8172,1.732,18.5,-69978.64844,-110762.5313,126.1,17.3,-69976.45312,-110759.9063,125.6
19,8,886,Cp,31.8,-69981.57173,-110757.6647,1.557,32.0,-69980.46094,-110759.5859,125.8,32.0,-69978.08594,-110756.8984,125.4
19,9,117_6,Bp,5.0,-69983.38506,-110759.6324,1.915,7.5,-69982.10156,-110761.7578,126.2,8.5,-69979.88281,-110758.9453,125.8
19,10,117_5,Bp,7.0,-69983.42662,-110759.3686,1.828,9.5,-69982.10156,-110761.7734,126.2,9.5,-69979.89844,-110758.9453,125.8
19,11,117_4,Bp,8.1,-69983.64546,-110759.4056,1.833,10.5,-69982.09375,-110761.3984,125.9,13.0,-69980.10938,-110758.6016,125.8
19,12,117_3,Bp,11.4,-69984.04062,-110759.6679,1.838,12.1,-69982.71875,-110761.8203,126.2,15.5,-69980.53125,-110758.9609,125.8
19,13,117_2,Bp,10.7,-69984.09433,-110759.7684,1.853,13.9,-69982.73438,-110761.7813,126.2,15.4,-69980.60156,-110758.9766,125.8
19,14,117_1,Bp,11.4,-69983.90759,-110760.093,1.829,12.4,-69982.50781,-110762.2031,126.2,12.5,-69980.35938,-110759.375,125.8
19,15,116_1,Bp,13.5,-69985.35105,-110760.0662,1.843,13.3,-69984.20312,-110762.3672,126.2,12.7,-69982.40625,-110759.8047,125.9
19,16,116_2,Bp,12.5,-69985.86523,-110760.4765,1.814,12.7,-69984.5,-110762.8047,126.2,14.3,-69982.08594,-110759.375,125.9
19,17,110,Bp,15.6,-69989.54966,-110761.5203,2.04,15.8,-69987.98438,-110764.0469,126.3,15.7,-69985.92969,-110760.8672,126.1
19,18,109,Bp,16.8,-69991.6312,-110762.0217,2.147,17.8,-69989.99219,-110764.6641,126.4,18.3,-69987.96875,-110761.4063,126.1
19,19,108,Bp,15.9,-69990.22618,-110763.2762,2.201,15.0,-69988.51562,-110765.8359,126.6,16.7,-69986.46875,-110762.7266,126.3
19,20,111,Bp,16.0,-69987.38149,-110762.5825,1.947,14.7,-69985.78125,-110764.8984,126.3,14.7,-69983.70312,-110761.9609,126.2
19,21,115,Bp,10.7,-69983.85828,-110761.2647,1.827,13.8,-69982.49219,-110763.2344,126.2,11.4,-69980.41406,-110760.6641,125.8
19,22,113_2,Bp,16.5,-69983.02644,-110763.2895,1.961,19.4,-69981.41406,-110764.9766,126.4,19.4,-69979.42188,-110762.4531,126.1
19,23,113_1,Bp,14.4,-69982.69089,-110763.7919,1.962,15.4,-69981.0625,-110765.5078,126.4,15.2,-69979.10156,-110762.9922,126.1
19,24,113_3,Bp,11.8,-69983.49356,-110763.836,2.077,13.3,-69981.84375,-110765.7188,126.5,14.0,-69979.90625,-110763.0938,126.1
19,25,112_2,Bp,14.4,-69984.86473,-110764.3984,1.992,13.9,-69983.11719,-110766.3281,126.5,13.5,-69981.20312,-110763.6172,126.1
19,26,112_1,Bp,14.5,-69984.91825,-110764.0711,1.978,16.7,-69983.25,-110766.0313,126.5,16.3,-69981.24219,-110763.6172,126.1
19,27,107,Bp,16.0,-69988.7748,-110764.8869,2.239,14.2,-69986.92188,-110767.2656,126.5,12.4,-69985.03906,-110764.3516,126.3
19,28,106,Bp,17.5,-69991.23254,-110764.9312,2.293,16.2,-69989.45312,-110767.5938,126.6,16.8,-69987.49219,-110764.5313,126.3
19,29,102_1,Bp,13.5,-69988.54262,-110769.5299,2.48,14.8,-69986.35156,-110771.7578,126.8,13.5,-69984.67969,-110768.9141,126.8
19,30,102_2,Bp,15.1,-69988.25669,-110769.6509,2.538,15.6,-69986.04688,-110771.8047,126.8,15.6,-69984.38281,-110768.9922,126.8
19,31,103_1,Bp,17.7,-69985.81545,-110768.8073,2.397,17.4,-69983.74219,-110770.7266,126.8,20.7,-69982.02344,-110768.0156,126.5
19,32,103_2,Bp,12.4,-69985.85821,-110769.034,2.443,12.9,-69983.67969,-110770.9922,126.8,12.6,-69982.00781,-110768.3203,126.5
